player_id,domain,domain_best_performance,domain_average_performance,games_in_domain,age,weekly_gaming_hours,sleep_hours_last_night
92ec5e80-9c5e-4c54-8741-2155600d414b,Attention,48.026,44.83,5,18,20,6
92ec5e80-9c5e-4c54-8741-2155600d414b,Learning,48.13,42.92,4,18,20,6
92ec5e80-9c5e-4c54-8741-2155600d414b,Memory,48.497,46.14900000000001,10,18,20,6
92ec5e80-9c5e-4c54-8741-2155600d414b,Perception,51.777499999999996,45.235,4,18,20,6
92ec5e80-9c5e-4c54-8741-2155600d414b,Reasoning,52.38,49.234,5,18,20,6
92ec5e80-9c5e-4c54-8741-2155600d414b,Reflex,49.65428571428571,46.58571428571429,7,18,20,6
9751f248-ddc4-463f-bc1b-bec70fac7665,Attention,52.800000000000004,49.2,1,19,1,12
9751f248-ddc4-463f-bc1b-bec70fac7665,Learning,51.25000000000001,51.25000000000001,2,19,1,12
9751f248-ddc4-463f-bc1b-bec70fac7665,Memory,52.38799999999999,49.508,5,19,1,12
9751f248-ddc4-463f-bc1b-bec70fac7665,Perception,52.37499999999999,49.974999999999994,4,19,1,12
9751f248-ddc4-463f-bc1b-bec70fac7665,Reflex,54.400000000000006,52.6,2,19,1,12
9759c076-e161-4729-be6c-6bd12de352d7,Attention,60.510000000000005,60.510000000000005,3,26,45,6
9759c076-e161-4729-be6c-6bd12de352d7,Learning,56.47,56.47,1,26,45,6
9759c076-e161-4729-be6c-6bd12de352d7,Memory,60.04571428571428,60.04571428571428,7,26,45,6
9759c076-e161-4729-be6c-6bd12de352d7,Perception,60.24499999999999,60.24499999999999,2,26,45,6
9759c076-e161-4729-be6c-6bd12de352d7,Reasoning,62.457499999999996,59.027499999999996,4,26,45,6
9759c076-e161-4729-be6c-6bd12de352d7,Reflex,61.682500000000005,61.682500000000005,4,26,45,6
b2438e5a-3695-481a-b632-6eb4d36951c6,Attention,56.774,54.882,5,23,1,6
b2438e5a-3695-481a-b632-6eb4d36951c6,Learning,54.705000000000005,52.059999999999995,2,23,1,6
b2438e5a-3695-481a-b632-6eb4d36951c6,Memory,56.43555555555556,54.52888888888889,9,23,1,6
b2438e5a-3695-481a-b632-6eb4d36951c6,Perception,54.949999999999996,51.449999999999996,3,23,1,6
b2438e5a-3695-481a-b632-6eb4d36951c6,Reasoning,60.582,58.496,5,23,1,6
b2438e5a-3695-481a-b632-6eb4d36951c6,Reflex,60.714999999999996,58.415000000000006,6,23,1,6
b39e2975-afda-44c3-a522-dd04297fb7f4,Attention,33.69,32.69,4,19,45,2
b39e2975-afda-44c3-a522-dd04297fb7f4,Learning,36.63333333333333,30.46666666666667,3,19,45,2
b39e2975-afda-44c3-a522-dd04297fb7f4,Memory,35.1625,31.88125,8,19,45,2
b39e2975-afda-44c3-a522-dd04297fb7f4,Perception,35.3,29.72333333333333,3,19,45,2
b39e2975-afda-44c3-a522-dd04297fb7f4,Reasoning,42.32,31.905,2,19,45,2
b39e2975-afda-44c3-a522-dd04297fb7f4,Reflex,33.44166666666666,28.866666666666667,6,19,45,2
bd46da7d-cd0f-46ad-9cde-ea710c04a03e,Attention,56.08,56.08,4,25,0,5
bd46da7d-cd0f-46ad-9cde-ea710c04a03e,Learning,54.107499999999995,54.107499999999995,4,25,0,5
bd46da7d-cd0f-46ad-9cde-ea710c04a03e,Memory,54.94,53.515,8,25,0,5
bd46da7d-cd0f-46ad-9cde-ea710c04a03e,Perception,51.4925,51.4925,4,25,0,5
bd46da7d-cd0f-46ad-9cde-ea710c04a03e,Reasoning,55.45,52.449999999999996,4,25,0,5
bd46da7d-cd0f-46ad-9cde-ea710c04a03e,Reflex,55.18857142857143,51.831428571428575,7,25,0,5
c3f06e5c-6d66-481d-992a-6c0e6e0fb675,Attention,39.6,39.6,1,32,30,12
